ACC_x,ACC_y,ACC_z,ACC_net,PPG_Clean,PPG_Rate,PPG_Quality,PPG_Peaks,EDA_Clean,EDA_Tonic,EDA_Phasic,SCR_Onsets,SCR_Peaks,SCR_Height,SCR_Amplitude,SCR_RiseTime,SCR_Recovery,SCR_RecoveryTime,TEMP,label,subject_id
39.0,-26.0,43.0,63.608175575157006,11.61186795217345,73.63636363636363,0.4904176367304679,0,5.123261,4.093058795129778,1.030202204870258,0,0,0.0,0.0,0.0,0,0.0,34.66,0,1
39.0,-26.0,42.0,62.93647591023825,15.331398107084462,80.0,0.4908293648427915,1,5.157842,4.226422641654421,0.9314193583456185,0,0,0.0,0.0,0.0,0,0.0,34.66,0,1
39.0,-25.0,43.0,63.20601237224193,-85.99790333074908,75.27383063655425,0.4908293648427915,0,5.18602,4.35252994725664,0.8334900527434023,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
40.0,-26.0,43.0,64.22616289332565,-1.0032889717908156,64.92990441119534,0.4908293648427915,0,5.214197,4.4714412062026545,0.7427557937973902,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
39.0,-25.0,43.0,63.20601237224193,-21.305077584747128,54.07731300545602,0.4908293648427915,0,5.229567,4.5832487840312695,0.646318215968777,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
40.0,-25.0,43.0,63.82789358893179,0.5384426702447621,45.044748644767274,0.4908293648427915,0,5.241094,4.688073309729641,0.5530206902704056,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
40.0,-25.0,42.0,63.15853069855251,6.889859021195603,38.21404012302856,0.4908293648427915,0,5.260305,4.786060121517475,0.4742448784825697,0,0,0.0,0.0,0.0,0,0.0,34.65,0,1
40.0,-25.0,42.0,63.15853069855251,6.601112755078415,33.28934517996237,0.4908293648427915,0,5.26799,4.87737584716389,0.39061415283615397,0,0,0.0,0.0,0.0,0,0.0,34.65,0,1
40.0,-25.0,42.0,63.15853069855251,9.041645277251678,29.889332039527105,0.4908293648427915,0,5.274395,4.9622051744093785,0.3121898255906628,0,0,0.0,0.0,0.0,0,0.0,34.65,0,1
41.0,-25.0,42.0,63.796551630946325,54.700729622798185,27.729569921315512,0.4908293648427915,0,5.285922,5.0407477746934255,0.24517422530661426,0,0,0.0,0.0,0.0,0,0.0,34.65,0,1
40.0,-25.0,42.0,63.15853069855251,161.4703310431862,26.666666666666668,0.7248014190457138,1,5.291045,5.1132153976187995,0.17782960238123935,0,0,0.0,0.0,0.0,0,0.0,34.65,0,1
41.0,-25.0,42.0,63.796551630946325,81.39784670521472,26.170245469082438,0.7248014190457138,0,5.297449,5.179829180466394,0.11761981953364287,0,0,0.0,0.0,0.0,0,0.0,34.65,0,1
39.0,-26.0,41.0,62.27358990776106,-4.079250493668738,25.72475965042954,0.7248014190457138,0,5.307695,5.24081716473579,0.06687783526424473,0,0,0.0,0.0,0.0,0,0.0,34.65,0,1
37.0,-26.0,42.0,61.71709649683789,-123.06948416835083,25.329786380248247,0.7248014190457138,0,5.339715,5.296412093742368,0.04330290625766531,0,0,0.0,0.0,0.0,0,0.0,34.65,0,1
41.0,-26.0,42.0,64.19501538281614,-350.43832033491657,24.985100333005946,0.7248014190457138,0,5.352522,5.346849638280743,0.005672361719288865,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
41.0,-24.0,43.0,64.07807737440318,19.35313199670895,24.690729845762444,0.7248014190457138,0,5.370454,5.39236700793949,-0.021913007939459384,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
42.0,-25.0,41.0,63.796551630946325,-63.67284367453529,24.44701383693426,0.7248014190457138,0,5.379419,5.433201728511169,-0.05378272851113852,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
41.0,-25.0,42.0,63.796551630946325,71.42479067416927,24.254662712111152,0.7248014190457138,0,5.385823,5.46959045744351,-0.08376745744348191,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
41.0,-25.0,42.0,63.796551630946325,218.48540287186395,24.11482682920466,0.7248014190457138,0,5.385823,5.501767813032005,-0.1159448130319789,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
41.0,-24.0,41.0,62.75348595894893,185.4638447308349,24.02917669429836,0.7248014190457138,0,5.389666,5.529965211405481,-0.14029921140545554,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
41.0,-25.0,41.0,63.14269553954757,288.8843850068569,24.0,0.4708528710484099,1,5.385823,5.554409745116235,-0.16858674511621086,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
41.0,-24.0,43.0,64.07807737440318,6.080768965326678,24.03735554724659,0.4708528710484099,0,5.385823,5.5753231372581,-0.18950013725807668,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
41.0,-24.0,42.0,63.41135544995076,-351.51707141999344,24.146241758702498,0.4708528710484099,0,5.387104,5.592920789938195,-0.20581678993817287,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
41.0,-24.0,42.0,63.41135544995076,-125.08239907260838,24.322706323941652,0.4708528710484099,0,5.383262,5.60741095835131,-0.22414895835128923,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
41.0,-24.0,42.0,63.41135544995076,-23.1293448520339,24.563688256850078,0.4708528710484099,0,5.3807,5.618994042264431,-0.2382940422644113,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
42.0,-24.0,42.0,64.06246951218786,-50.452393096558296,24.866803997589212,0.4708528710484099,0,5.406316,5.627862023604635,-0.22154602360461562,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
42.0,-22.0,43.0,64.00781202322104,64.88835279550014,25.23016264169542,0.4708528710484099,0,5.411439,5.634198207333714,-0.22275920733369559,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
40.0,-22.0,43.0,62.71363488110062,8.533796802123288,25.652197313744743,0.4708528710484099,0,5.410158,5.638177258296824,-0.22801925829680603,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
41.0,-21.0,44.0,63.702433234531945,98.41382605439003,26.131502229011563,0.4708528710484099,0,5.410158,5.639965255412262,-0.22980725541224445,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
40.0,-21.0,44.0,63.06346010171025,196.82306530986557,26.666666666666668,0.8377944346305234,1,5.414001,5.639719637508606,-0.22571863750858634,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
42.0,-22.0,44.0,64.68384651518491,18.82668859050255,27.758753914351946,0.8377944346305234,0,5.415281,5.637589171829316,-0.2223081718292934,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
34.0,-30.0,42.0,61.806148561449774,-499.4954469308701,29.800908138316455,0.8377944346305234,0,5.39607,5.633713978877738,-0.23764397887771593,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
24.0,-36.0,45.0,62.42595614005443,-362.29827166460734,32.619354838709675,0.8377944346305234,0,5.307695,5.62822527218763,-0.3205302721876049,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
26.0,-38.0,45.0,64.38167441127949,-22.662207785259397,35.85627232611894,0.8377944346305234,0,5.298729,5.621244386481146,-0.3225153864811166,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
20.0,-39.0,46.0,63.53739056650029,259.59690075891854,38.73559956869644,0.8377944346305234,0,5.421685,5.612881748496182,-0.1911967484961491,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
24.0,-42.0,51.0,70.2922470831599,293.6234278397931,40.0,0.18793571193424566,1,5.535676,5.603237568351748,-0.06756156835171295,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
24.0,-38.0,41.0,60.83584469702052,85.16461507716642,40.0,0.18793571193424566,0,5.605214,5.592404870777063,0.012809129222972837,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
25.0,-39.0,43.0,63.20601237224193,14.499914715133892,40.0,0.18793571193424566,0,5.51684,5.580473093850719,-0.06363309385068294,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
24.0,-39.0,46.0,64.90762667052309,-6.521156595026923,40.0,0.18793571193424566,0,5.438712,5.56752984561684,-0.12881784561680515,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
21.0,-42.0,39.0,61.04096984812741,-23.64273187280289,40.0,0.18793571193424566,0,5.55014,5.5536605490655075,-0.003520549065472278,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
15.0,-40.0,47.0,63.51377803280167,2.826854483676303,40.0,0.18793571193424566,0,5.459204,5.538947985681411,-0.0797439856813753,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
15.0,-43.0,45.0,64.02343321003646,17.90740746924871,40.0,0.6049550430404577,1,5.247873,5.523472090153046,-0.2755990901530088,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
13.0,-42.0,46.0,63.631753079732135,-57.43129050990626,39.435173299101415,0.6049550430404577,0,5.122356,5.5073077720061345,-0.38495177200609565,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
15.0,-42.0,46.0,64.07027391856539,-153.31012945541988,38.01980198019802,0.6049550430404577,0,5.122356,5.490520684857093,-0.36816468485705184,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
15.0,-41.0,46.0,63.419239982831705,-142.8997168044243,36.18374558303887,0.6049550430404577,0,5.136445,5.473163849238564,-0.3367188492385205,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
11.0,-42.0,47.0,63.984373092185564,14.121789292243053,34.285714285714285,0.6049550430404577,0,5.350337,5.455277235610399,-0.10494023561035437,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
24.0,-36.0,44.0,61.70899448216605,-6.7740288672938185,32.57688229056203,0.6049550430404577,0,5.578318,5.436890909870137,0.14142709012991259,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
15.0,-41.0,44.0,61.98386886924694,45.11377498821133,31.21951219512195,0.6049550430404577,0,5.384918,5.418030619627421,-0.03311261962736803,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
19.0,-42.0,48.0,66.55073252789934,238.61976410537073,30.325765054294177,0.6049550430404577,0,5.171026,5.398721473684335,-0.22769547368427862,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
17.0,-48.0,44.0,67.29784543356496,245.23862718028428,30.0,0.4027888274892662,1,5.459204,5.378987226145021,0.08021677385503681,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
10.0,-50.0,37.0,63.0,-7.829251160950497,30.993247107962027,0.4027888274892662,0,5.541175,5.358849595981474,0.18232540401858588,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
11.0,-49.0,39.0,63.58458932791813,-30.12770519714438,33.751158838071696,0.4027888274892662,0,5.564229,5.338331476067842,0.22589752393221973,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
11.0,-49.0,40.0,64.20280367709809,-11.754058307018825,38.05717832428636,0.4027888274892662,0,5.591125,5.317461393704669,0.2736636062953934,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
-1.0,-48.0,37.0,60.61352984276695,-87.00405414855554,43.36443495955134,0.4027888274892662,0,5.574475,5.296276306837505,0.2781986931625573,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
6.0,-44.0,45.0,63.221831672294975,22.933604578436725,48.0,0.6129491107290586,1,5.62955,5.274823171297437,0.35472682870262756,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
19.0,-43.0,46.0,65.7723346096214,1.3587242522254812,51.04057759114826,0.6129491107290586,0,5.566791,5.253160196342225,0.3136308036578404,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
15.0,-42.0,48.0,65.52098900352466,-0.2560319431520068,53.69108449898396,0.6129491107290586,0,5.482258,5.231357554711251,0.2509004452888146,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
16.0,-43.0,44.0,63.56886030125127,1.5102784283326305,56.432311658105064,0.6129491107290586,0,5.354179,5.209496684230114,0.14468231576995239,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
17.0,-43.0,46.0,65.22269543648132,12.79893077000008,60.0,0.385154060438618,1,5.27477,5.187668031800292,0.08710196819977453,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
17.0,-43.0,43.0,63.14269553954757,-87.13310954729285,66.42887234938912,0.385154060438618,0,5.204327,5.1659681737455605,0.03835882625450482,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
16.0,-43.0,44.0,63.56886030125127,12.482334731518614,75.10955859002857,0.385154060438618,0,5.150533,5.144497288873697,0.006035711126367055,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
17.0,-42.0,45.0,63.85922016435841,21.741893617291236,80.0,0.4404569304335744,1,5.11339,5.123357313296808,-0.009967313296746827,1,0,0.0,0.0,0.0,0,0.0,34.63,0,1
16.0,-42.0,44.0,62.89674077406555,12.068014645424013,77.33992019760593,0.4404569304335744,0,5.095459,5.102650730490696,-0.007191730490634429,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
16.0,-42.0,46.0,64.31174076325411,-15.456037843876201,71.46067415730337,0.4404569304335744,0,5.08009,5.082479956111779,-0.0023899561117165513,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
19.0,-51.0,46.0,71.26008700527947,-14.487246716756177,65.13682189150265,0.4404569304335744,0,5.432307,5.062948079778692,0.3693589202213704,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
23.0,-43.0,46.0,67.03730304837748,-1.2726677153963657,60.0,0.4759640181606278,1,5.425903,5.044162495138896,0.3817405048611666,0,1,0.3817405048611666,0.39170781815791345,1.0,0,0.0,34.63,0,1
34.0,-45.0,47.0,73.41661937191061,-1.2889973582646628,55.23985684989344,0.4759640181606278,0,5.278613,5.026240077362117,0.25237292263794386,0,0,0.0,0.0,0.0,0,0.0,34.57,0,1
-8.0,-43.0,24.0,49.889878733065686,-6.743167371461464,50.3135071784354,0.4759640181606278,0,4.826493,5.009308644968642,-0.18281564496858183,0,0,0.0,0.0,0.0,1,0.5,34.57,0,1
18.0,-3.0,87.0,88.89319434017432,-12.5289601996766,46.04524886877829,0.4759640181606278,0,4.290747,4.993500726674233,-0.702753726674175,0,0,0.0,0.0,0.0,0,0.0,34.57,0,1
-11.0,-28.0,53.0,60.94259594077036,109.6176734236525,42.80159521435694,0.4759640181606278,0,3.94535,4.978940390736947,-1.0335903907368893,1,0,0.0,0.0,0.0,0,0.0,34.57,0,1
-3.0,-38.0,45.0,58.974570791146924,89.47739353600996,40.7390053675751,0.4759640181606278,0,4.603057,4.965729799371037,-0.3626727993709803,0,1,-0.3626727993709803,0.670917591365909,0.25,0,0.0,34.61,0,1
-22.0,-37.0,40.0,58.762232769015846,172.98673129441028,40.0,0.39303504174484716,1,3.878749,4.953943182466035,-1.0751941824659792,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
16.0,-28.0,67.0,74.35724578008521,-310.14586877576284,40.35279355077501,0.39303504174484716,0,3.292807,4.943623874296175,-1.6508168742961207,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
-5.0,-40.0,42.0,58.215118311311535,26.387799808270838,41.36054925328941,0.39303504174484716,0,4.105659,4.934776203802782,-0.8291172038027276,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
6.0,-26.0,69.0,73.97972695272672,6.00170608544195,42.98035595811579,0.39303504174484716,0,4.603057,4.927361106705739,-0.32430410670568566,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
7.0,-45.0,40.0,60.61352984276695,1.9278889323619448,45.19625487856666,0.39303504174484716,0,4.911067,4.92130624989166,-0.010239249891605962,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
33.0,-38.0,42.0,65.55150646628954,18.559132719197695,48.0,0.6816529894582957,1,5.101904,4.916523170140238,0.18538082985981652,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
22.0,-41.0,43.0,63.35613624582863,1.6358929253746954,55.321148226665905,0.6816529894582957,0,4.888876,4.912919900459754,-0.024043900459702727,0,0,0.0,0.0,0.0,0,0.0,34.63,0,1
22.0,-39.0,44.0,62.77738446287803,-105.24481512642112,69.62717242373981,0.6816529894582957,0,4.764639,4.9104056774923315,-0.14576667749228267,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
21.0,-36.0,40.0,57.766772456144714,64.35438774829517,80.0,0.5921377986475542,1,4.686511,4.908889217364525,-0.22237821736448077,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
21.0,-43.0,39.0,61.73329733620261,53.84378700637678,75.71271080660004,0.5921377986475542,0,5.123261,4.908275757137132,0.21498524286290738,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
27.0,-40.0,41.0,63.324560795950255,-39.95839292582277,66.85922552719022,0.5921377986475542,0,4.815871,4.908467736087212,-0.09259673608717761,1,0,0.0,0.0,0.0,0,0.0,34.61,0,1
33.0,-39.0,41.0,65.50572494064927,-2.729189640203323,58.18960989853581,0.5921377986475542,0,4.845329,4.909367165035942,-0.06403816503591014,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
33.0,-40.0,41.0,66.10597552415364,-22.714422420443043,51.7296116232889,0.5921377986475542,0,4.952916,4.910875739932177,0.042040260067852886,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
32.0,-40.0,31.0,59.87486951969081,-0.12495532611544097,48.0,0.28805209356230366,1,5.406316,4.912895447339661,0.49342055266036833,0,1,0.49342055266036833,0.5860172887475459,0.75,0,0.0,34.61,0,1
35.0,-41.0,43.0,68.95650803223725,-17.869020766830772,45.80557079606497,0.28805209356230366,0,5.312818,4.915333694443662,0.39748430555636716,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
35.0,-42.0,35.0,64.91532946846992,-4.070228714225117,43.86724668849895,0.28805209356230366,0,5.21932,4.9181096983252806,0.3012103016747478,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
30.0,-43.0,36.0,63.60031446463138,27.346918200220205,42.26319135410045,0.28805209356230366,0,5.032325,4.921156299090646,0.11116870090938424,0,0,0.0,0.0,0.0,1,0.0,34.61,0,1
28.0,-43.0,39.0,64.45153217728807,-50.57652567758999,41.04923731333043,0.28805209356230366,0,4.963162,4.924416760393627,0.03874523960640333,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
26.0,-42.0,41.0,64.19501538281614,42.81763122743546,40.27508834913334,0.28805209356230366,0,4.938827,4.927840149338811,0.010986850661220182,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
24.0,-40.0,37.0,59.53990258641679,48.02948681811318,40.0,0.5149460491847351,1,4.728777,4.931377486423729,-0.20260048642369755,1,0,0.0,0.0,0.0,0,0.0,34.61,0,1
27.0,-43.0,37.0,62.82515419798029,10.97909712733392,40.0,0.5149460491847351,0,5.26799,4.934979445839834,0.3330105541601999,0,1,0.3330105541601999,0.5356110405838974,0.25,0,0.0,34.61,0,1
27.0,-42.0,45.0,67.21606950722423,-23.609348694953038,40.0,0.5149460491847351,0,5.253901,4.938597927702067,0.3153030722979693,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
29.0,-43.0,38.0,64.29618962271404,-0.13237392029968703,40.0,0.5149460491847351,0,5.07331,4.942191006554714,0.1311189934453244,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
28.0,-44.0,37.0,63.94528911499267,0.6209902155911365,40.0,0.5149460491847351,0,5.004148,4.945725345826578,0.05842265417346188,0,0,0.0,0.0,0.0,1,0.75,34.61,0,1
28.0,-43.0,37.0,63.26136261573884,-68.42991313046336,40.0,0.5149460491847351,0,5.018236,4.949174004307991,0.06906199569205161,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
27.0,-43.0,38.0,63.419239982831705,45.70127953587551,40.0,0.7789660975939885,1,5.005428,4.952513661777075,0.05291433822297112,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
26.0,-43.0,39.0,63.608175575157006,-3.5476714453082216,40.0,0.7789660975939885,0,5.005428,4.955723477677284,0.049704522322763574,0,0,0.0,0.0,0.0,0,0.0,34.61,0,1
27.0,-43.0,39.0,64.02343321003646,1.2194234687129317,40.0,0.7789660975939885,0,5.002867,4.958784744416172,0.04408225558387956,0,0,0.0,0.0,0.0,0,0.0,34.59,0,1
27.0,-43.0,39.0,64.02343321003646,-1.562839571243111,40.0,0.7789660975939885,0,4.983654,4.961680606622961,0.021973393377091848,0,0,0.0,0.0,0.0,0,0.0,34.59,0,1
27.0,-43.0,39.0,64.02343321003646,-2.7431616732770383,40.0,0.7789660975939885,0,4.97597,4.9643956761550845,0.011574323844969333,0,0,0.0,0.0,0.0,0,0.0,34.59,0,1
27.0,-43.0,39.0,64.02343321003646,0.7528468351468148,40.0,0.7789660975939885,0,4.9606,4.966915512979299,-0.006315512979246021,0,0,0.0,0.0,0.0,0,0.0,34.59,0,1
26.0,-43.0,39.0,63.608175575157006,3.3508716331568262,40.0,0.5378455485821622,1,4.928581,4.9692260000004875,-0.040645000000434944,0,0,0.0,0.0,0.0,0,0.0,34.57,0,1
26.0,-43.0,39.0,63.608175575157006,-11.521984825049987,45.95744680851064,0.5378455485821622,0,4.906807,4.971312551359004,-0.06450555135895468,0,0,0.0,0.0,0.0,0,0.0,34.57,0,1
27.0,-43.0,39.0,64.02343321003646,-0.4774413365169763,63.529411764705884,0.5378455485821622,0,4.881191,4.973159133378812,-0.09196813337876522,0,0,0.0,0.0,0.0,0,0.0,34.57,0,1
26.0,-43.0,39.0,63.608175575157006,8.250352320608132,80.0,0.7473982677002075,1,4.851733,4.974747217771795,-0.12301421777174944,0,0,0.0,0.0,0.0,0,0.0,34.57,0,1
27.0,-43.0,38.0,63.419239982831705,0.9119427891845606,80.0,0.7473982677002075,0,4.819714,4.976054704361682,-0.15634070436163627,0,0,0.0,0.0,0.0,0,0.0,34.59,0,1
34.0,-44.0,43.0,70.2922470831599,3.545013237274537,80.0,0.7473982677002075,0,4.823556,4.977054847636421,-0.15349884763637478,0,0,0.0,0.0,0.0,0,0.0,34.59,0,1
24.0,-47.0,29.0,60.21627686929839,6.488229417191302,80.0,0.6664132556540203,1,5.082275,4.9777160609077775,0.10455893909227118,0,0,0.0,0.0,0.0,0,0.0,34.59,0,1
39.0,-34.0,49.0,71.26008700527947,0.5126777785072226,76.40957565056117,0.6664132556540203,0,5.100207,4.978004067189377,0.12220293281067189,0,0,0.0,0.0,0.0,0,0.0,34.59,0,1
38.0,-41.0,32.0,64.41273166075166,-0.36407936322185275,68.5146056281075,0.6664132556540203,0,4.905527,4.977885241189523,-0.07235824118947504,0,0,0.0,0.0,0.0,0,0.0,34.59,0,1
34.0,-44.0,29.0,62.71363488110062,17.151877072305776,60.08480798333808,0.6664132556540203,0,4.808186,4.977327242985824,-0.16914124298577476,0,0,0.0,0.0,0.0,0,0.0,34.59,0,1
33.0,-45.0,30.0,63.35613624582863,-24.221045504298317,53.05191855670557,0.6664132556540203,0,4.836364,4.976296166335631,-0.13993216633558103,0,0,0.0,0.0,0.0,0,0.0,34.59,0,1
34.0,-45.0,31.0,64.35837163881635,37.06562015223377,48.0,0.70012782677791,1,4.860699,4.974753682390262,-0.1140546823902104,0,0,0.0,0.0,0.0,0,0.0,34.59,0,1
34.0,-44.0,31.0,63.66317616958802,9.74329815596708,43.89014039923354,0.70012782677791,0,4.859418,4.972656319746505,-0.11323831974645383,0,0,0.0,0.0,0.0,0,0.0,34.59,0,1
34.0,-44.0,32.0,64.15605972938177,36.5582690453732,39.92227105097392,0.70012782677791,0,4.874787,4.969955933080326,-0.09516893308027555,0,0,0.0,0.0,0.0,0,0.0,34.59,0,1
35.0,-43.0,34.0,65.0384501660364,-14.560955008090398,36.38767136715632,0.70012782677791,0,4.864541,4.966600186916354,-0.10205918691630644,0,0,0.0,0.0,0.0,0,0.0,34.59,0,1
22.0,-48.0,32.0,61.741396161732524,-6.912530260162733,33.40169610385529,0.70012782677791,0,5.106611,4.962533404314848,0.14407759568519918,0,0,0.0,0.0,0.0,0,0.0,34.59,0,1
35.0,-37.0,37.0,62.95236294214857,2.393052496492806,30.984765744897437,0.70012782677791,0,5.152719,4.95769911016048,0.195019889839566,0,0,0.0,0.0,0.0,0,0.0,34.57,0,1
